role,kp,action_label,repeat_index,rmse_rad,phase_lag_deg,amplitude_ratio,overshoot_rad,tail_std_rad,tail_peak_to_peak_rad,tail_diff_rms_rad,rmse_term,phase_lag_term,amplitude_ratio_term,smoothness_term,rmse_penalty,phase_lag_penalty,amplitude_ratio_penalty,overshoot_penalty,search_cost,strict_ok,expand_safe,stable_ok,note,initial_position_rad,initial_reference_position_rad,target_position_rad,final_position_rad,final_reference_position_rad,sample_count,summary_action_label,summary_repeat_count,summary_search_cost_std
candidate,0.450000,input_3,1,0.004450,33.265580,1.000522,0.000077,0.000021,0.000048,0.000008,25.497316,16.632790,0.010441,0.148957,2449.731588,781.639501,0.000000,1000.000000,4270.251726,False,True,True,,-0.000623,-0.000623,0.050000,0.049998,0.049969,154,multi_action,6,1901.926732
candidate,0.450000,input_3,2,0.004434,34.125312,1.000676,0.000116,0.000049,0.000144,0.000013,25.406580,17.062656,0.013512,0.368471,2440.658045,803.132797,0.000000,1000.000000,4283.035161,False,True,True,,-0.000623,-0.000623,0.050000,0.050046,0.049931,154,multi_action,6,1901.926732
best_candidate,0.550000,input_1,1,0.003693,25.910819,1.001583,0.000066,0.000000,0.000000,0.000000,21.158004,12.955409,0.031668,0.000000,2015.800374,597.770464,0.000000,1000.000000,3645.101086,False,True,True,,-0.000671,-0.000731,-0.050000,-0.049998,-0.049980,152,multi_action,6,1358.911990
best_candidate,0.550000,input_1,2,0.003730,34.747431,0.999539,0.000000,0.000000,0.000000,0.000000,21.368718,17.373716,0.009210,0.000000,2036.871842,818.685778,0.000000,0.000000,2890.827614,False,True,True,,-0.000719,-0.000702,-0.050000,-0.049998,-0.050004,152,multi_action,6,1358.911990
best_candidate,0.550000,input_2,1,0.000058,-22.526595,-1.122685,0.000096,0.000011,0.000048,0.000008,0.331865,-11.263298,42.453707,0.118677,0.000000,0.000000,174.541924,1000.000000,1176.535916,False,False,True,,-0.000815,-0.000772,0.000000,-0.000767,-0.000815,133,multi_action,6,1358.911990
best_candidate,0.550000,input_2,2,0.000008,-23.609345,0.000000,0.000000,0.000000,0.000000,0.000000,0.047454,-11.804673,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,75.603716,False,False,True,,-0.000719,-0.000767,0.000000,-0.000719,-0.000719,134,multi_action,6,1358.911990
best_candidate,0.550000,input_3,1,0.003757,25.730640,1.001270,0.000115,0.000062,0.000144,0.000021,21.524379,12.865320,0.025394,0.434618,2052.437944,593.266009,0.000000,1000.000000,3677.744246,False,True,True,,-0.000719,-0.000719,0.050000,0.049902,0.049931,155,multi_action,6,1358.911990
best_candidate,0.550000,input_3,2,0.003786,26.865995,1.000626,0.000125,0.000080,0.000192,0.000036,21.691388,13.432997,0.012511,0.600541,2069.138827,621.649867,0.000000,1000.000000,3723.529879,False,True,True,,-0.000815,-0.000806,0.050000,0.049854,0.049922,154,multi_action,6,1358.911990
candidate,0.532500,input_1,1,0.003808,26.202296,1.001114,0.000113,0.000019,0.000048,0.000011,21.819334,13.101148,0.022281,0.152357,2081.933353,605.057395,0.000000,1000.000000,3719.372749,False,True,True,,-0.000719,-0.000767,-0.050000,-0.050046,-0.050029,152,multi_action,6,nan
candidate,0.532500,input_1,2,0.003858,25.804350,1.000069,0.000041,0.000000,0.000000,0.000000,22.103749,12.902175,0.001374,0.000000,2110.374869,595.108741,0.000000,0.000000,2737.909442,False,True,True,,-0.000767,-0.000778,-0.050000,-0.049902,-0.049910,152,multi_action,6,nan
candidate,0.532500,input_2,1,0.000011,-33.214341,0.000000,0.000000,0.000000,0.000000,0.000000,0.060947,-16.607170,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,71.775211,False,False,True,,-0.000575,-0.000630,0.000000,-0.000575,-0.000575,134,multi_action,6,nan
candidate,0.532500,input_2,2,0.000042,inf,0.000000,0.000000,inf,inf,inf,0.238740,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,-0.000575,-0.000575,0.000000,-0.000527,-0.000575,135,multi_action,6,nan
candidate,0.532500,input_3,1,0.003886,34.293731,1.003386,0.000075,0.000000,0.000000,0.000000,22.267887,17.146865,0.067714,0.000000,2126.788715,807.343267,0.000000,1000.000000,3970.134290,False,True,True,,-0.000671,-0.000527,0.050000,0.049950,0.049923,154,multi_action,6,nan
candidate,0.532500,input_3,2,0.003971,33.022192,0.999205,0.000000,0.000000,0.000000,0.000000,22.750087,16.511096,0.015898,0.000000,2175.008725,775.554808,0.000000,0.000000,2986.526472,False,True,True,,-0.000719,-0.000738,0.050000,0.049950,0.049971,153,multi_action,6,nan
candidate,0.470000,input_1,1,0.004142,35.552669,1.000091,0.000068,0.000040,0.000096,0.000011,23.732308,17.776334,0.001821,0.277956,2273.230850,838.816717,0.000000,1000.000000,4150.140376,False,True,True,,-0.000623,-0.000626,-0.050000,-0.049998,-0.049930,154,multi_action,6,1499.953884
candidate,0.470000,input_1,2,0.004198,33.210456,0.999422,0.000008,0.000000,0.000000,0.000000,24.052842,16.605228,0.011554,0.000000,2305.284206,780.261394,0.000000,0.000000,3122.885513,False,True,True,,-0.000767,-0.000731,-0.050000,-0.050094,-0.050086,155,multi_action,6,1499.953884
candidate,0.470000,input_2,1,0.000054,-41.663507,2.529841,0.000096,0.000044,0.000096,0.000012,0.308397,-20.831754,30.596812,0.290947,0.000000,0.000000,0.000000,1000.000000,991.437671,True,True,True,,-0.000671,-0.000695,0.000000,-0.000671,-0.000671,136,multi_action,6,1499.953884
candidate,0.470000,input_2,2,0.000044,-25.462263,1.000000,0.000048,0.000000,0.000000,0.000000,0.252220,-12.731131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.932685,True,True,True,,-0.000623,-0.000671,0.000000,-0.000575,-0.000623,134,multi_action,6,1499.953884
candidate,0.470000,input_3,1,0.004301,34.719187,1.002101,0.000046,0.000024,0.000048,0.000008,24.640213,17.359593,0.042019,0.157782,2364.021324,817.979665,0.000000,0.000000,3220.618272,False,True,True,,-0.000671,-0.000575,0.050000,0.050094,0.050096,153,multi_action,6,1499.953884
candidate,0.470000,input_3,2,0.004318,33.293930,0.996526,0.000076,0.000024,0.000048,0.000008,24.740134,16.646965,0.069472,0.159053,2374.013441,782.348242,0.000000,1000.000000,4194.516284,False,True,True,,-0.000623,-0.000763,0.050000,0.049998,0.050018,154,multi_action,6,1499.953884
candidate,0.630000,input_1,1,0.003397,24.776934,0.999458,0.000050,0.000000,0.000000,0.000000,19.461482,12.388467,0.010842,0.000000,1846.148176,569.423353,0.000000,1000.000000,3444.946495,False,True,True,,-0.000815,-0.000786,-0.050000,-0.050094,-0.050092,153,multi_action,6,nan
candidate,0.630000,input_1,2,0.003391,25.335634,0.998358,0.000103,0.000089,0.000192,0.000021,19.426916,12.667817,0.032840,0.578163,1842.691626,583.390849,0.000000,1000.000000,3455.940937,False,True,True,,-0.000815,-0.000770,-0.050000,-0.050046,-0.050087,153,multi_action,6,nan
candidate,0.630000,input_2,1,0.000039,-23.717074,0.000000,0.000048,0.000000,0.000000,0.000000,0.221811,-11.858537,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,75.734981,False,False,True,,-0.000575,-0.000642,0.000000,-0.000575,-0.000575,133,multi_action,6,nan
candidate,0.630000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,-0.000575,-0.000575,0.000000,-0.000575,-0.000575,134,multi_action,6,nan
candidate,0.630000,input_3,1,0.003471,26.516453,0.999636,0.000030,0.000015,0.000048,0.000008,19.889794,13.258227,0.007279,0.127663,1888.979436,612.911326,0.000000,0.000000,2532.452789,False,True,True,,-0.000575,-0.000575,0.050000,0.050046,0.050065,155,multi_action,6,nan
candidate,0.630000,input_3,2,0.003424,34.597493,0.999596,0.000125,0.000000,0.000000,0.000000,19.619504,17.298746,0.008088,0.000000,1861.950416,814.937314,0.000000,1000.000000,3710.348253,False,True,True,,-0.000815,-0.000817,0.050000,0.049902,0.049921,154,multi_action,6,nan
candidate,0.520000,input_1,1,0.003890,35.823566,1.001452,0.000148,0.000040,0.000096,0.000016,22.290909,17.911783,0.029030,0.290499,2129.090929,845.589154,0.000000,1000.000000,4011.452926,False,True,True,,-0.000767,-0.000765,-0.050000,-0.050046,-0.050042,153,multi_action,6,nan
candidate,0.520000,input_1,2,0.003945,29.879466,1.001518,0.000167,0.000024,0.000048,0.000011,22.605215,14.939733,0.030354,0.169157,2160.521452,696.986662,0.000000,1000.000000,3892.157282,False,False,True,,-0.000767,-0.000744,-0.050000,-0.050142,-0.050071,154,multi_action,6,nan
candidate,0.520000,input_2,1,0.000018,-28.682583,0.411872,0.000000,0.000022,0.000048,0.000008,0.104314,-14.341291,11.762559,0.155832,0.000000,0.000000,45.316038,0.000000,36.965875,False,False,True,,-0.000815,-0.000794,0.000000,-0.000815,-0.000863,135,multi_action,6,nan
candidate,0.520000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,-0.000815,-0.000815,0.000000,-0.000815,-0.000815,134,multi_action,6,nan
candidate,0.520000,input_3,1,0.004031,34.304336,0.999916,0.000071,0.000023,0.000048,0.000008,23.094105,17.152168,0.001688,0.154510,2209.410464,807.608389,0.000000,1000.000000,4053.912369,False,True,True,,-0.000815,-0.000815,0.050000,0.050046,0.050023,153,multi_action,6,nan
candidate,0.520000,input_3,2,0.003971,34.541213,1.002199,0.000143,0.000042,0.000096,0.000016,22.754958,17.270607,0.043987,0.297914,2175.495771,813.530326,0.000000,1000.000000,4025.757494,False,True,True,,-0.000719,-0.000648,0.050000,0.050142,0.050095,155,multi_action,6,nan
candidate,0.580000,input_1,1,0.003563,26.344989,1.001027,0.000032,0.000013,0.000048,0.000008,20.416895,13.172495,0.020534,0.121764,1941.689540,608.624734,0.000000,0.000000,2581.335180,False,True,True,,-0.000575,-0.000638,-0.050000,-0.049998,-0.049967,153,multi_action,6,nan
candidate,0.580000,input_1,2,0.003607,26.711121,1.001387,0.000041,0.000000,0.000000,0.000000,20.668659,13.355560,0.027738,0.000000,1966.865934,617.778022,0.000000,0.000000,2616.003998,False,True,True,,-0.000671,-0.000699,-0.050000,-0.050094,-0.050053,152,multi_action,6,nan
candidate,0.580000,input_2,1,0.000011,-24.268739,0.000000,0.000000,0.000000,0.000000,0.000000,0.060981,-12.134369,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,75.353486,False,False,True,,-0.000863,-0.000801,0.000000,-0.000863,-0.000863,134,multi_action,6,nan
candidate,0.580000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,-0.000863,-0.000863,0.000000,-0.000863,-0.000863,134,multi_action,6,nan
candidate,0.580000,input_3,1,0.003687,27.303420,1.001058,0.000212,0.000091,0.000240,0.000033,21.125885,13.651710,0.021166,0.680090,2012.588516,632.585506,0.000000,1000.000000,3677.566612,False,False,True,,-0.000863,-0.000863,0.050000,0.050142,0.049978,153,multi_action,6,nan
candidate,0.580000,input_3,2,0.003697,34.201542,0.998695,0.000158,0.000024,0.000048,0.000008,21.180982,17.100771,0.026105,0.159053,2018.098236,805.038538,0.000000,1000.000000,3858.084426,False,False,True,,-0.000767,-0.000818,0.050000,0.050046,0.050080,154,multi_action,6,nan
