role,kp,action_label,repeat_index,rmse_rad,phase_lag_deg,amplitude_ratio,overshoot_rad,tail_std_rad,tail_peak_to_peak_rad,tail_diff_rms_rad,rmse_term,phase_lag_term,amplitude_ratio_term,smoothness_term,rmse_penalty,phase_lag_penalty,amplitude_ratio_penalty,overshoot_penalty,search_cost,strict_ok,expand_safe,stable_ok,note,initial_position_rad,initial_reference_position_rad,target_position_rad,final_position_rad,final_reference_position_rad,sample_count,summary_action_label,summary_repeat_count,summary_search_cost_std
baseline,0.100000,input_1,1,0.011629,127.934273,0.995950,0.000000,0.000100,0.000431,0.000046,66.627091,63.967136,0.080994,0.965930,6562.709134,3148.356820,0.000000,0.000000,11829.369968,False,False,False,,0.000192,0.000288,-0.050000,-0.049854,-0.049962,154,multi_action,6,4756.864014
baseline,0.100000,input_1,2,0.011601,123.304761,0.996296,0.000006,0.000100,0.000383,0.000029,66.467170,61.652380,0.074071,0.857610,6546.717002,3032.619025,0.000000,0.000000,11695.572425,False,False,False,,0.000240,0.000287,-0.050000,-0.049950,-0.049944,153,multi_action,6,4756.864014
baseline,0.100000,input_2,1,0.000051,-31.316588,-0.305395,0.000144,0.000033,0.000144,0.000036,0.290381,-15.658294,26.107898,0.391454,0.000000,0.000000,105.717465,1000.000000,1100.203912,False,False,True,,0.000240,0.000304,0.000000,0.000240,0.000240,135,multi_action,6,4756.864014
baseline,0.100000,input_2,2,0.000037,-24.593186,0.161119,0.000096,0.000037,0.000096,0.000030,0.209342,-12.296593,16.777627,0.330179,0.000000,0.000000,66.432112,1000.000000,1061.163676,False,False,True,,0.000192,0.000214,0.000000,0.000192,0.000192,134,multi_action,6,4756.864014
baseline,0.100000,input_3,1,0.011327,118.160649,0.995570,0.000007,0.000072,0.000336,0.000037,64.897248,59.080324,0.088607,0.736412,6389.724785,2904.016225,0.000000,0.000000,11406.292875,False,False,False,,0.000336,0.000240,0.050000,0.049854,0.049943,154,multi_action,6,4756.864014
baseline,0.100000,input_3,2,0.011495,117.971336,0.996325,0.000001,0.000088,0.000288,0.000036,65.862682,58.985668,0.073497,0.730445,6486.268205,2899.283395,0.000000,0.000000,9498.986413,False,True,True,,0.000192,0.000144,0.050000,0.050046,0.050045,153,multi_action,6,4756.864014
candidate,0.090000,input_1,1,0.012188,136.262270,0.993942,0.000000,0.000152,0.000623,0.000042,69.834263,68.131135,0.121163,1.338539,6883.426315,3356.556754,0.000000,0.000000,12365.021801,False,False,False,,0.000288,0.000335,-0.050000,-0.049854,-0.049926,155,multi_action,6,5543.725842
candidate,0.090000,input_1,2,0.012424,135.212595,0.991712,0.000000,0.000179,0.000671,0.000060,71.185737,67.606298,0.165767,1.541010,7018.573727,3330.314878,0.000000,0.000000,12474.971327,False,False,False,,0.000192,0.000384,-0.050000,-0.049902,-0.049969,154,multi_action,6,5543.725842
candidate,0.090000,input_2,1,0.000051,-25.871339,-0.018509,0.000048,0.000046,0.000192,0.000048,0.292538,-12.935669,20.370184,0.526502,0.000000,0.000000,81.558671,0.000000,76.858470,False,False,True,,0.000096,0.000192,0.000000,0.000048,0.000096,134,multi_action,6,5543.725842
candidate,0.090000,input_2,2,0.000065,-24.471807,0.518519,0.000192,0.000044,0.000240,0.000053,0.372141,-12.235904,9.629630,0.587322,0.000000,0.000000,36.335283,1000.000000,1029.619769,False,False,True,,-0.000048,0.000000,0.000000,-0.000096,-0.000048,134,multi_action,6,5543.725842
candidate,0.090000,input_3,1,0.012092,134.866833,0.996164,0.000040,0.000117,0.000431,0.000062,69.284013,67.433417,0.076714,1.076208,6828.401280,3321.670828,0.000000,0.000000,12273.860136,False,False,False,,-0.000048,-0.000048,0.050000,0.049806,0.049910,155,multi_action,6,5543.725842
candidate,0.090000,input_3,2,0.012149,128.034967,0.996314,0.000000,0.000137,0.000527,0.000063,69.608576,64.017483,0.073729,1.253899,6860.857609,3150.874165,0.000000,0.000000,12133.199718,False,False,False,,0.000192,0.000220,0.050000,0.049950,0.050038,154,multi_action,6,5543.725842
candidate,0.110000,input_1,1,0.010898,117.278237,1.000387,0.000001,0.000067,0.000192,0.000030,62.441566,58.639119,0.007746,0.536054,6144.156603,2881.955929,0.000000,0.000000,9135.735357,False,True,True,,0.000383,0.000320,-0.050000,-0.049854,-0.049949,154,multi_action,6,nan
candidate,0.110000,input_1,2,0.011104,109.351336,0.998363,0.000000,0.000081,0.000288,0.000041,63.622591,54.675668,0.032739,0.724803,6262.259134,2683.783399,0.000000,0.000000,9053.776245,False,True,True,,0.000288,0.000310,-0.050000,-0.049854,-0.049922,152,multi_action,6,nan
candidate,0.110000,input_2,1,0.000124,-19.112237,-0.594091,0.000240,0.000082,0.000336,0.000079,0.711786,-9.556118,31.881826,0.911408,0.000000,0.000000,130.028741,1000.000000,3131.521793,False,False,False,,0.000192,0.000329,0.000000,0.000144,0.000240,133,multi_action,6,nan
candidate,0.110000,input_2,2,0.000050,inf,0.000000,0.000000,inf,inf,inf,0.286519,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000144,0.000144,0.000000,0.000096,0.000144,136,multi_action,6,nan
candidate,0.110000,input_3,1,0.010727,109.557134,0.998619,0.000041,0.000072,0.000336,0.000078,61.461790,54.778567,0.027630,0.874699,6046.178976,2688.928357,0.000000,0.000000,10840.836234,False,False,False,,0.000096,0.000096,0.050000,0.049998,0.050005,154,multi_action,6,nan
candidate,0.110000,input_3,2,0.010758,112.563046,0.998025,0.000070,0.000088,0.000336,0.000059,61.637060,56.281523,0.039499,0.862057,6063.706021,2764.076152,0.000000,1000.000000,11934.885355,False,False,False,,0.000336,0.000278,0.050000,0.050142,0.050072,153,multi_action,6,nan
