role,kp,action_label,repeat_index,rmse_rad,phase_lag_deg,amplitude_ratio,overshoot_rad,tail_std_rad,tail_peak_to_peak_rad,tail_diff_rms_rad,rmse_term,phase_lag_term,amplitude_ratio_term,smoothness_term,rmse_penalty,phase_lag_penalty,amplitude_ratio_penalty,overshoot_penalty,search_cost,strict_ok,expand_safe,stable_ok,note,initial_position_rad,initial_reference_position_rad,target_position_rad,final_position_rad,final_reference_position_rad,sample_count,summary_action_label,summary_repeat_count,summary_search_cost_std
candidate,0.440000,input_2,1,0.003016,34.554935,0.999993,0.000070,0.000018,0.000048,0.000021,17.279024,17.277468,0.000146,0.183224,1627.902377,813.873379,0.000000,1000.000000,3472.968403,False,True,True,,-0.000048,-0.000067,-0.030000,-0.029961,-0.029986,112,multi_action,4,218.514325
candidate,0.440000,input_2,2,0.003033,34.564490,1.003373,0.000063,0.000022,0.000048,0.000009,17.376978,17.282245,0.067455,0.158641,1637.697813,814.112257,0.000000,1000.000000,3483.109028,False,True,True,,-0.000144,-0.000200,-0.030000,-0.030104,-0.030089,112,multi_action,4,218.514325
candidate,0.520000,input_1,1,0.002591,35.424432,0.995324,0.000148,0.000040,0.000144,0.000021,14.846960,17.712216,0.093520,0.362631,1384.696024,835.610791,0.000000,1000.000000,3249.528243,False,True,True,,0.000048,-0.000066,0.030000,0.030008,0.029908,112,multi_action,4,4.828193
candidate,0.520000,input_1,2,0.002583,33.948672,0.999853,0.000076,0.000021,0.000048,0.000024,14.800419,16.974336,0.002933,0.204576,1380.041858,798.716794,0.000000,1000.000000,3207.241561,False,True,True,,-0.000288,-0.000234,0.030000,0.029961,0.029981,116,multi_action,4,4.828193
candidate,0.520000,input_2,1,0.002642,31.469647,0.995048,0.000105,0.000082,0.000192,0.000018,15.138437,15.734824,0.099037,0.547400,1413.843668,736.741183,0.000000,1000.000000,3178.609606,False,True,True,,-0.000336,-0.000235,-0.030000,-0.029865,-0.029951,114,multi_action,4,4.828193
candidate,0.520000,input_2,2,0.002643,34.609955,0.998400,0.000119,0.000021,0.000048,0.000018,15.145105,17.304977,0.031992,0.182035,1414.510459,815.248867,0.000000,1000.000000,3258.847428,False,True,True,,-0.000240,-0.000183,-0.030000,-0.029961,-0.029937,113,multi_action,4,4.828193
candidate,0.482000,input_1,1,0.002794,36.098104,1.001550,0.000154,0.000022,0.000048,0.000009,16.005873,18.049052,0.031002,0.158641,1500.587307,852.452608,0.000000,1000.000000,3383.572101,False,False,True,,-0.000240,-0.000174,0.030000,0.030056,0.030046,112,multi_action,4,28.372342
candidate,0.482000,input_1,2,0.002778,35.787728,1.001224,0.000187,0.000043,0.000096,0.000013,15.916471,17.893864,0.024485,0.293027,1491.647077,844.693195,0.000000,1000.000000,3366.724469,False,False,True,,-0.000192,-0.000139,0.030000,0.030056,0.030014,111,multi_action,4,28.372342
candidate,0.482000,input_2,1,0.002808,33.576031,0.999247,0.000103,0.000064,0.000240,0.000024,16.091255,16.788015,0.015064,0.562118,1509.125462,789.400768,0.000000,1000.000000,3328.332722,False,True,True,,-0.000096,-0.000066,-0.030000,-0.029961,-0.030098,111,multi_action,4,28.372342
candidate,0.482000,input_2,2,0.002859,31.654235,1.000615,0.000053,0.000022,0.000048,0.000009,16.379958,15.827118,0.012291,0.156200,1537.995776,741.355879,0.000000,1000.000000,3308.474480,False,True,True,,-0.000240,-0.000236,-0.030000,-0.030152,-0.030099,110,multi_action,4,28.372342
candidate,0.490000,input_1,1,0.002739,39.993460,0.996505,0.000137,0.000022,0.000048,0.000022,15.695918,19.996730,0.069900,0.201156,1469.591792,949.836496,0.000000,1000.000000,3451.239643,False,True,True,,-0.000048,-0.000081,0.030000,0.029961,0.030015,116,multi_action,4,223.805256
candidate,0.490000,input_1,2,0.002759,34.350398,0.997883,0.000124,0.000024,0.000048,0.000024,15.809427,17.175199,0.042338,0.214315,1480.942732,808.759939,0.000000,1000.000000,3319.370000,False,True,True,,-0.000192,-0.000211,0.030000,0.030056,0.030076,112,multi_action,4,223.805256
candidate,0.490000,input_2,1,0.002761,34.621610,0.999988,0.000083,0.000037,0.000096,0.000013,15.816951,17.310805,0.000235,0.273999,1481.695084,815.540242,0.000000,1000.000000,3327.037978,False,True,True,,-0.000144,-0.000202,-0.030000,-0.030008,-0.030069,110,multi_action,4,223.805256
candidate,0.490000,input_2,2,0.002786,42.765326,1.005299,0.000049,0.000018,0.000048,0.000009,15.960517,21.382663,0.105971,0.145213,1496.051734,1019.133157,0.000000,0.000000,2548.350638,False,True,True,,0.000048,-0.000072,-0.030000,-0.029913,-0.029912,111,multi_action,4,223.805256
best_candidate,0.550000,input_1,1,0.002534,32.682595,0.998840,0.000141,0.000041,0.000096,0.000016,14.515993,16.341297,0.023198,0.294021,1351.599333,767.064865,0.000000,1000.000000,3146.406039,False,True,True,,-0.000144,-0.000128,0.030000,0.029865,0.029916,114,multi_action,4,73.152760
best_candidate,0.550000,input_1,2,0.002487,25.830050,1.000810,0.000084,0.000059,0.000144,0.000020,14.248268,12.915025,0.016209,0.424598,1324.826808,595.751251,0.000000,1000.000000,2945.374699,False,True,True,,-0.000240,-0.000197,0.030000,0.030104,0.030020,113,multi_action,4,73.152760
best_candidate,0.550000,input_2,1,0.002471,36.354722,0.996107,0.000084,0.000018,0.000048,0.000009,14.155510,18.177361,0.077860,0.143820,1315.551043,858.868042,0.000000,1000.000000,3203.207859,False,True,True,,-0.000288,-0.000232,-0.030000,-0.029865,-0.029925,113,multi_action,4,73.152760
best_candidate,0.550000,input_2,2,0.002523,34.274168,0.997342,0.000123,0.000057,0.000240,0.000051,14.458340,17.137084,0.053162,0.628774,1345.834026,806.854207,0.000000,1000.000000,3181.183918,False,True,True,,-0.000096,-0.000107,-0.030000,-0.029961,-0.029982,112,multi_action,4,73.152760
