role,kp,action_label,repeat_index,rmse_rad,phase_lag_deg,amplitude_ratio,overshoot_rad,tail_std_rad,tail_peak_to_peak_rad,tail_diff_rms_rad,rmse_term,phase_lag_term,amplitude_ratio_term,smoothness_term,rmse_penalty,phase_lag_penalty,amplitude_ratio_penalty,overshoot_penalty,search_cost,strict_ok,expand_safe,stable_ok,note,initial_position_rad,initial_reference_position_rad,target_position_rad,final_position_rad,final_reference_position_rad,sample_count,summary_action_label,summary_repeat_count,summary_search_cost_std
candidate,0.450000,input_3,1,0.004487,32.894296,0.999885,0.000050,0.000016,0.000048,0.000021,25.707803,16.447148,0.002304,0.176779,2470.780310,772.357405,0.000000,0.000000,3282.092202,False,True,True,,0.000240,0.000240,0.050000,0.050046,0.050092,152,multi_action,6,nan
candidate,0.450000,input_3,2,0.004462,41.257256,1.000976,0.000071,0.000022,0.000048,0.000025,25.563728,20.628628,0.019516,0.207139,2456.372777,981.431410,0.000000,1000.000000,4479.979266,False,True,True,,0.000096,0.000104,0.050000,0.049998,0.049975,154,multi_action,6,nan
candidate,0.550000,input_1,1,0.003889,34.640220,1.000058,0.000048,0.000013,0.000048,0.000019,22.279957,17.320110,0.001157,0.159336,2127.995727,816.005488,0.000000,0.000000,2980.217217,False,True,True,,0.000096,0.000095,-0.050000,-0.049950,-0.049950,154,multi_action,6,nan
candidate,0.550000,input_1,2,0.003892,25.794159,0.999905,0.000070,0.000017,0.000048,0.000019,22.300815,12.897080,0.001891,0.174410,2130.081527,594.853978,0.000000,1000.000000,3757.641662,False,True,True,,0.000144,0.000162,-0.050000,-0.050094,-0.050072,154,multi_action,6,nan
candidate,0.550000,input_2,1,0.000017,-32.905531,-0.789954,0.000048,0.000024,0.000096,0.000024,0.097749,-16.452766,35.799089,0.265647,0.000000,0.000000,146.522482,0.000000,142.540614,False,False,True,,0.000192,0.000214,0.000000,0.000192,0.000192,135,multi_action,6,nan
candidate,0.550000,input_2,2,0.000016,inf,0.000000,0.000000,inf,inf,inf,0.091894,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000192,0.000192,0.000000,0.000192,0.000192,134,multi_action,6,nan
candidate,0.550000,input_3,1,0.003821,25.972762,1.000460,0.000063,0.000029,0.000096,0.000028,21.893905,12.986381,0.009209,0.295724,2089.390475,599.319049,0.000000,1000.000000,3721.142698,False,True,True,,0.000192,0.000192,0.050000,0.050046,0.049983,153,multi_action,6,nan
candidate,0.550000,input_3,2,0.003815,34.695029,0.999490,0.000046,0.000008,0.000048,0.000011,21.860405,17.347514,0.010200,0.115178,2086.040472,817.375720,0.000000,0.000000,2939.214748,False,True,True,,0.000240,0.000216,0.050000,0.050094,0.050096,153,multi_action,6,nan
candidate,0.420000,input_1,1,0.004708,43.477250,0.999725,0.000050,0.000019,0.000048,0.000017,26.972778,21.738625,0.005505,0.175747,2597.277846,1036.931251,0.000000,0.000000,3678.662025,False,True,True,,0.000240,0.000246,-0.050000,-0.050046,-0.050044,155,multi_action,6,nan
candidate,0.420000,input_1,2,0.004745,44.305377,0.999523,0.000045,0.000019,0.000048,0.000025,27.186329,22.152689,0.009547,0.198277,2618.632885,1057.634428,0.000000,0.000000,3721.277318,False,True,True,,0.000144,0.000156,-0.050000,-0.050046,-0.050049,152,multi_action,6,nan
candidate,0.420000,input_2,1,0.000019,-31.681033,0.600579,0.000048,0.000020,0.000096,0.000019,0.108523,-15.840516,7.988427,0.235188,0.000000,0.000000,29.424954,0.000000,18.975764,False,False,True,,0.000096,0.000102,0.000000,0.000096,0.000096,135,multi_action,6,nan
candidate,0.420000,input_2,2,0.000010,inf,0.000000,0.000000,inf,inf,inf,0.058337,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000096,0.000096,0.000000,0.000144,0.000096,133,multi_action,6,nan
candidate,0.420000,input_3,1,0.004585,43.273657,0.999591,0.000043,0.000021,0.000048,0.000025,26.271754,21.636829,0.008171,0.205006,2527.175400,1031.841436,0.000000,0.000000,3602.702599,False,True,True,,0.000096,0.000096,0.050000,0.049902,0.049908,156,multi_action,6,nan
candidate,0.420000,input_3,2,0.004672,34.622475,1.000504,0.000060,0.000008,0.000048,0.000011,26.767220,17.311237,0.010084,0.115178,2576.721950,815.561869,0.000000,1000.000000,4432.960139,False,True,True,,0.000096,0.000107,0.050000,0.049950,0.049938,154,multi_action,6,nan
best_candidate,0.580000,input_1,1,0.003780,21.077814,1.000194,0.000064,0.000000,0.000000,0.000000,21.655252,10.538907,0.003879,0.000000,2065.525176,476.945347,0.000000,1000.000000,3572.557870,False,True,True,,0.000192,0.000198,-0.050000,-0.050094,-0.050078,154,multi_action,6,1671.750165
best_candidate,0.580000,input_1,2,0.003773,34.062095,0.999804,0.000046,0.000013,0.000048,0.000019,21.620199,17.031048,0.003926,0.159336,2062.019854,801.552379,0.000000,0.000000,2898.897919,False,True,True,,0.000192,0.000204,-0.050000,-0.049902,-0.049905,153,multi_action,6,1671.750165
best_candidate,0.580000,input_2,1,0.000017,-22.961601,-0.110434,0.000048,0.000008,0.000048,0.000012,0.096233,-11.480800,22.208674,0.119598,0.000000,0.000000,89.299678,0.000000,85.823238,False,False,True,,0.000144,0.000160,0.000000,0.000144,0.000144,134,multi_action,6,1671.750165
best_candidate,0.580000,input_2,2,0.000023,-29.752936,0.962963,0.000048,0.000011,0.000048,0.000017,0.131615,-14.876468,0.740741,0.146492,0.000000,0.000000,0.000000,0.000000,-11.511128,False,True,True,,0.000144,0.000144,0.000000,0.000192,0.000192,135,multi_action,6,1671.750165
best_candidate,0.580000,input_3,1,0.003654,34.336668,1.000337,0.000065,0.000008,0.000048,0.000008,20.935390,17.168334,0.006741,0.104441,1993.539002,808.416688,0.000000,1000.000000,3836.679653,False,True,True,,0.000192,0.000192,0.050000,0.050094,0.050077,155,multi_action,6,1671.750165
best_candidate,0.580000,input_3,2,0.003693,34.561680,1.000411,0.000055,0.000017,0.000048,0.000025,21.157261,17.280840,0.008220,0.192886,2015.726079,814.042003,0.000000,1000.000000,3864.848513,False,True,True,,0.000096,0.000119,0.050000,0.050094,0.050087,154,multi_action,6,1671.750165
candidate,0.610000,input_1,1,0.003604,25.650310,0.999182,0.000025,0.000000,0.000000,0.000000,20.647605,12.825155,0.016361,0.000000,1964.760474,591.257758,0.000000,0.000000,2586.930051,False,True,True,,0.000240,0.000258,-0.050000,-0.049950,-0.049973,153,multi_action,6,nan
candidate,0.610000,input_1,2,0.003613,25.718244,0.999460,0.000050,0.000016,0.000048,0.000016,20.701080,12.859122,0.010796,0.158526,1970.108028,592.956112,0.000000,0.000000,2594.134480,False,True,True,,0.000192,0.000213,-0.050000,-0.049902,-0.049901,154,multi_action,6,nan
candidate,0.610000,input_2,1,0.000019,-34.048760,-1.813950,0.000048,0.000019,0.000048,0.000012,0.110706,-17.024380,56.279008,0.157211,0.000000,0.000000,232.753717,0.000000,233.393276,False,False,True,,0.000192,0.000198,0.000000,0.000192,0.000192,136,multi_action,6,nan
candidate,0.610000,input_2,2,0.000015,inf,0.000000,0.000000,inf,inf,inf,0.084917,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000192,0.000192,0.000000,0.000192,0.000192,136,multi_action,6,nan
candidate,0.610000,input_3,1,0.003540,24.331208,0.999597,0.000025,0.000017,0.000048,0.000016,20.281507,12.165604,0.008070,0.162758,1928.150739,558.280192,0.000000,0.000000,2516.528318,False,True,True,,0.000192,0.000192,0.050000,0.049902,0.049925,153,multi_action,6,nan
candidate,0.610000,input_3,2,0.003588,33.098939,0.999628,0.000024,0.000016,0.000048,0.000023,20.559224,16.549470,0.007439,0.184448,1955.922415,777.473482,0.000000,0.000000,2767.288780,False,True,True,,0.000096,0.000106,0.050000,0.049998,0.050070,153,multi_action,6,nan
candidate,0.550750,input_1,1,0.003923,24.029021,1.000629,0.000061,0.000023,0.000096,0.000016,22.476540,12.014510,0.012581,0.234801,2147.654038,550.725520,0.000000,1000.000000,3730.588252,False,True,True,,0.000096,0.000093,-0.050000,-0.050046,-0.050033,155,multi_action,6,nan
candidate,0.550750,input_1,2,0.003936,32.036980,0.999383,0.000043,0.000016,0.000048,0.000014,22.552107,16.018490,0.012347,0.152777,2155.210684,750.924490,0.000000,0.000000,2941.581548,False,True,True,,0.000144,0.000162,-0.050000,-0.049950,-0.050003,152,multi_action,6,nan
candidate,0.550750,input_2,1,0.000021,-34.578900,-0.866971,0.000048,0.000020,0.000048,0.000026,0.121567,-17.289450,37.339421,0.209005,0.000000,0.000000,153.008087,0.000000,148.737451,False,False,True,,0.000192,0.000206,0.000000,0.000192,0.000192,135,multi_action,6,nan
candidate,0.550750,input_2,2,0.000018,inf,0.000000,0.000000,inf,inf,inf,0.100665,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000192,0.000192,0.000000,0.000192,0.000192,134,multi_action,6,nan
candidate,0.550750,input_3,1,0.003782,34.500886,1.000853,0.000039,0.000017,0.000048,0.000025,21.667500,17.250443,0.017061,0.192886,2066.749972,812.522146,0.000000,0.000000,2914.840680,False,True,True,,0.000144,0.000192,0.050000,0.049950,0.049959,153,multi_action,6,nan
candidate,0.550750,input_3,2,0.003861,24.131185,1.000479,0.000040,0.000024,0.000096,0.000021,22.122912,12.065592,0.009570,0.254976,2112.291193,553.279621,0.000000,0.000000,2697.476081,False,True,True,,0.000240,0.000258,0.050000,0.049902,0.049911,153,multi_action,6,nan
