role,kp,action_label,repeat_index,rmse_rad,phase_lag_deg,amplitude_ratio,overshoot_rad,tail_std_rad,tail_peak_to_peak_rad,tail_diff_rms_rad,rmse_term,phase_lag_term,amplitude_ratio_term,smoothness_term,rmse_penalty,phase_lag_penalty,amplitude_ratio_penalty,overshoot_penalty,search_cost,strict_ok,expand_safe,stable_ok,note,initial_position_rad,initial_reference_position_rad,target_position_rad,final_position_rad,final_reference_position_rad,sample_count,summary_action_label,summary_repeat_count,summary_search_cost_std
candidate,0.450000,input_3,1,0.004278,42.971470,0.999923,0.000000,0.000000,0.000000,0.000000,24.510367,21.485735,0.001537,0.000000,2351.036669,1024.286746,0.000000,0.000000,3417.022754,False,True,True,,0.000815,0.000815,0.050000,0.050094,0.050098,154,multi_action,6,nan
candidate,0.450000,input_3,2,0.004308,41.794536,1.001152,0.000162,0.000088,0.000192,0.000031,24.681535,20.897268,0.023040,0.611734,2368.153498,994.863406,0.000000,1000.000000,4404.727881,False,False,True,,0.000815,0.000827,0.050000,0.050238,0.050076,153,multi_action,6,nan
candidate,0.550000,input_1,1,0.003860,33.084764,0.999555,0.000117,0.000023,0.000048,0.000008,22.115277,16.542382,0.008901,0.156923,2111.527692,777.119107,0.000000,1000.000000,3924.076669,False,True,True,,0.000815,0.000822,-0.050000,-0.049950,-0.049977,155,multi_action,6,1562.133815
candidate,0.550000,input_1,2,0.003831,34.279863,0.999851,0.000077,0.000035,0.000096,0.000016,21.950463,17.139931,0.002974,0.273674,2095.046317,806.996569,0.000000,1000.000000,3937.842874,False,True,True,,0.000719,0.000708,-0.050000,-0.049950,-0.049969,153,multi_action,6,1562.133815
candidate,0.550000,input_2,1,0.000006,-15.903463,-0.000000,0.000000,0.000000,0.000000,0.000000,0.032328,-7.951732,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,78.670942,False,False,True,,0.000719,0.000681,0.000000,0.000719,0.000719,134,multi_action,6,1562.133815
candidate,0.550000,input_2,2,0.000054,-17.311605,1.814815,0.000144,0.000039,0.000096,0.000012,0.309360,-8.655802,16.296296,0.275511,0.000000,0.000000,0.000000,1000.000000,997.596548,False,True,True,,0.000719,0.000719,0.000000,0.000623,0.000671,134,multi_action,6,1562.133815
candidate,0.550000,input_3,1,0.003710,26.799524,1.000938,0.000054,0.000022,0.000048,0.000008,21.256887,13.399762,0.018763,0.153807,2025.688747,619.988107,0.000000,1000.000000,3677.735146,False,True,True,,0.000623,0.000623,0.050000,0.050046,0.049992,152,multi_action,6,1562.133815
candidate,0.550000,input_3,2,0.003677,34.555380,0.998479,0.000080,0.000093,0.000240,0.000036,21.066882,17.277690,0.030422,0.696956,2006.688186,813.884512,0.000000,1000.000000,3855.817815,False,True,True,,0.000767,0.000711,0.050000,0.050094,0.050014,155,multi_action,6,1562.133815
candidate,0.420000,input_1,1,0.004743,40.808176,1.000331,0.000109,0.000000,0.000000,0.000000,27.172874,20.404088,0.006628,0.000000,2617.287370,970.204396,0.000000,1000.000000,4630.989566,False,True,True,,0.000815,0.000811,-0.050000,-0.049950,-0.049938,155,multi_action,6,2065.735696
candidate,0.420000,input_1,2,0.004711,34.624365,0.999404,0.000119,0.000068,0.000144,0.000017,26.994550,17.312182,0.011928,0.443580,2599.454967,815.609119,0.000000,1000.000000,4456.133154,False,True,True,,0.000767,0.000836,-0.050000,-0.050094,-0.049975,154,multi_action,6,2065.735696
candidate,0.420000,input_2,1,0.000010,-22.522810,0.000000,0.000000,0.000000,0.000000,0.000000,0.055409,-11.261405,20.000000,0.000000,0.000000,0.000000,80.000000,0.000000,76.046285,False,False,True,,0.000623,0.000679,0.000000,0.000623,0.000623,134,multi_action,6,2065.735696
candidate,0.420000,input_2,2,0.000038,-17.696426,0.592593,0.000048,0.000024,0.000048,0.000008,0.218751,-8.848213,8.148148,0.160836,0.000000,0.000000,30.097466,0.000000,25.355101,False,False,True,,0.000623,0.000623,0.000000,0.000575,0.000575,134,multi_action,6,2065.735696
candidate,0.420000,input_3,1,0.004516,32.767982,0.999923,0.000066,0.000023,0.000048,0.000008,25.876574,16.383991,0.001548,0.155836,2487.657444,769.199557,0.000000,1000.000000,4295.919073,False,True,True,,0.000623,0.000575,0.050000,0.050094,0.050076,154,multi_action,6,2065.735696
candidate,0.420000,input_3,2,0.004506,34.335303,1.000627,0.000094,0.000024,0.000048,0.000008,25.818712,17.167651,0.012538,0.157782,2481.871215,808.382569,0.000000,1000.000000,4329.888642,False,True,True,,0.000719,0.000774,0.050000,0.049902,0.049904,155,multi_action,6,2065.735696
candidate,0.580000,input_1,1,0.003727,32.195948,1.001190,0.000101,0.000000,0.000000,0.000000,21.356860,16.097974,0.023799,0.000000,2035.686029,754.898692,0.000000,1000.000000,3824.825911,False,True,True,,0.000863,0.000807,-0.050000,-0.049998,-0.049994,154,multi_action,6,nan
candidate,0.580000,input_1,2,0.003708,34.819453,0.999472,0.000044,0.000039,0.000096,0.000011,21.246322,17.409727,0.010568,0.272619,2024.632175,820.486327,0.000000,0.000000,2880.431556,False,True,True,,0.000815,0.000816,-0.050000,-0.050094,-0.050050,155,multi_action,6,nan
candidate,0.580000,input_2,1,0.000023,-30.164217,0.328988,0.000048,0.000020,0.000048,0.000008,0.131733,-15.082109,13.420240,0.148859,0.000000,0.000000,52.295749,0.000000,43.791286,False,False,True,,0.000719,0.000676,0.000000,0.000767,0.000719,135,multi_action,6,nan
candidate,0.580000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000767,0.000767,0.000000,0.000767,0.000767,134,multi_action,6,nan
candidate,0.580000,input_3,1,0.003582,32.268502,1.000009,0.000044,0.000036,0.000096,0.000011,20.525333,16.134251,0.000177,0.264173,1952.533344,756.712552,0.000000,0.000000,2742.810761,False,True,True,,0.000767,0.000767,0.050000,0.050094,0.050050,154,multi_action,6,nan
candidate,0.580000,input_3,2,0.003526,33.888427,0.999202,0.000159,0.000042,0.000096,0.000011,20.203553,16.944213,0.015965,0.284214,1920.355280,797.210671,0.000000,1000.000000,3751.470973,False,False,True,,0.000719,0.000676,0.050000,0.049950,0.049935,152,multi_action,6,nan
candidate,0.470000,input_1,1,0.004360,41.513979,0.999257,0.000033,0.000043,0.000096,0.000011,24.979573,20.756990,0.014857,0.288184,2397.957259,987.849481,0.000000,0.000000,3427.539710,False,True,True,,0.000767,0.000777,-0.050000,-0.050046,-0.050013,152,multi_action,6,nan
candidate,0.470000,input_1,2,0.004356,33.067439,0.999951,0.000110,0.000018,0.000048,0.000008,24.955606,16.533720,0.000972,0.140505,2395.560573,776.685982,0.000000,1000.000000,4210.499632,False,True,True,,0.000815,0.000832,-0.050000,-0.049998,-0.049984,155,multi_action,6,nan
candidate,0.470000,input_2,1,0.000069,-26.981487,-0.372483,0.000096,0.000042,0.000096,0.000012,0.394103,-13.490744,27.449660,0.286620,0.000000,0.000000,111.366988,1000.000000,1107.974222,False,False,True,,0.000719,0.000858,0.000000,0.000815,0.000767,133,multi_action,6,nan
candidate,0.470000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000815,0.000815,0.000000,0.000815,0.000815,134,multi_action,6,nan
candidate,0.470000,input_3,1,0.004117,34.587300,1.000042,0.000002,0.000000,0.000000,0.000000,23.587394,17.293650,0.000841,0.000000,2258.739411,814.682506,0.000000,0.000000,3110.844442,False,True,True,,0.000815,0.000815,0.050000,0.049902,0.049900,153,multi_action,6,nan
candidate,0.470000,input_3,2,0.004233,32.871406,1.000149,0.000020,0.000000,0.000000,0.000000,24.256102,16.435703,0.002977,0.000000,2325.610204,771.785158,0.000000,0.000000,3134.800771,False,True,True,,0.000815,0.000802,0.050000,0.049998,0.049978,153,multi_action,6,nan
candidate,0.530000,input_1,1,0.003961,34.218859,0.998502,0.000186,0.000000,0.000000,0.000000,22.693254,17.109429,0.029967,0.000000,2169.325398,805.471465,0.000000,1000.000000,4011.185153,False,False,True,,0.000767,0.000838,-0.050000,-0.049902,-0.049908,154,multi_action,6,nan
candidate,0.530000,input_1,2,0.003929,34.710674,1.000488,0.000059,0.000024,0.000048,0.000008,22.511537,17.355337,0.009767,0.157782,2151.153729,817.766842,0.000000,1000.000000,4005.397711,False,True,True,,0.000719,0.000683,-0.050000,-0.050046,-0.050035,154,multi_action,6,nan
candidate,0.530000,input_2,1,0.000039,-31.768182,-1.357862,0.000048,0.000039,0.000096,0.000012,0.221846,-15.884091,47.157236,0.277455,0.000000,0.000000,194.346256,0.000000,193.788867,False,False,True,,0.000767,0.000745,0.000000,0.000719,0.000767,135,multi_action,6,nan
candidate,0.530000,input_2,2,0.000000,inf,0.000000,0.000000,inf,inf,inf,0.000000,inf,inf,inf,0.000000,inf,inf,0.000000,inf,False,False,False,reference step too small,0.000719,0.000719,0.000000,0.000719,0.000719,134,multi_action,6,nan
candidate,0.530000,input_3,1,0.003773,25.978012,1.000452,0.000042,0.000035,0.000144,0.000017,21.617183,12.989006,0.009036,0.334071,2061.718251,599.450296,0.000000,0.000000,2693.346229,False,True,True,,0.000719,0.000719,0.050000,0.049950,0.050052,154,multi_action,6,nan
candidate,0.530000,input_3,2,0.003812,25.524836,1.000283,0.000070,0.000016,0.000048,0.000008,21.839938,12.762418,0.005652,0.132605,2083.993760,588.120907,0.000000,1000.000000,3704.232255,False,True,True,,0.000863,0.000855,0.050000,0.050094,0.050072,154,multi_action,6,nan
